!!SBtab Document='AKAP79' Version='1.0' TableName='X100nM_cAMPCaN_only_100_nM_cAMP' TableType='QuantityMatrix'
!TimePoint	!Time	>AKAR4pOUT	~AKAR4pOUT
E0202T001	-15	100.278	1.07317
E0202T002	-10	101.451	0.882198
E0202T003	-5	100.37	0.0925926
E0202T004	0	NA	NA
E0202T005	5	98.8889	1.12644
E0202T006	10	98.0247	0.571613
E0202T007	15	98.3333	1.82699
E0202T008	20	100.741	0.325174
E0202T009	25	99.8765	0.821823
E0202T010	30	99.0123	1.00629
E0202T011	35	99.4136	1.33575
E0202T012	40	99.2284	1.89029
E0202T013	45	99.1975	0.89026
E0202T014	50	98.858	1.3336
E0202T015	55	97.5309	1.74567
E0202T016	60	99.0432	1.14946
E0202T017	65	100	0.682511
E0202T018	70	99.5062	0.760413
E0202T019	75	98.7346	1.54968
E0202T020	80	99.0432	1.15194
E0202T021	85	100.216	1.74157
E0202T022	90	99.2284	0.263704
E0202T023	95	99.321	0.548654
E0202T024	100	99.1975	0.408295
E0202T025	105	99.0741	1.26393
E0202T026	110	100.093	1.31381
E0202T027	115	99.2901	0.538136
E0202T028	120	101.698	1.08157
E0202T029	125	100.309	0.749053
E0202T030	130	100.093	1.12008
E0202T031	135	100.586	0.294426
E0202T032	140	99.2284	0.535474
E0202T033	145	101.142	1.04255
E0202T034	150	100.895	0.355943
E0202T035	155	100.957	0.859223
E0202T036	160	100.617	1.20172
E0202T037	165	101.481	1.52988
E0202T038	170	100.031	0.263704
E0202T039	175	101.883	0.668408
E0202T040	180	101.08	0.326636
E0202T041	185	101.173	0.485069
E0202T042	190	101.852	1.31055
E0202T043	195	99.9383	0.859223
E0202T044	200	102.593	0.807204
E0202T045	205	101.049	1.12686
E0202T046	210	101.821	1.31418
E0202T047	215	101.08	0.921802
E0202T048	220	103.611	1.00154
E0202T049	225	103.333	1.06515
E0202T050	230	102.037	2.1833
E0202T051	235	100.988	0.974547
E0202T052	240	102.191	1.11154
E0202T053	245	100.926	0.630265
E0202T054	250	101.883	0.859223
E0202T055	255	102.593	1.37441
E0202T056	260	102.315	0.981365
E0202T057	265	102.932	1.12939
E0202T058	270	100.895	1.32501
E0202T059	275	100.895	0.626475
E0202T060	280	101.481	0.630265
E0202T061	285	101.049	1.19576
E0202T062	290	103.21	2.56841
E0202T063	295	102.5	1.76655
E0202T064	300	102.377	1.16428
E0202T065	305	101.42	1.96152
E0202T066	310	101.358	1.63929
E0202T067	315	102.716	2.35298
E0202T068	320	103.21	0.92952
E0202T069	325	103.364	0.914018
E0202T070	330	102.407	2.11211
E0202T071	335	102.716	2.03165
E0202T072	340	104.537	2.626
E0202T073	345	103.796	1.55029
E0202T074	350	102.377	1.29335
E0202T075	355	104.537	0.883277
E0202T076	360	104.228	1.44667
E0202T077	365	104.63	2.49141
E0202T078	370	104.012	2.40523
E0202T079	375	104.722	1.36397
E0202T080	380	104.63	2.5948
E0202T081	385	103.951	2.27329
E0202T082	390	104.969	1.7765
E0202T083	395	103.056	2.46894
E0202T084	400	104.691	2.07618
E0202T085	405	106.451	3.54213
E0202T086	410	105.895	1.87206
E0202T087	415	105.154	2.57508
E0202T088	420	105.123	2.95056
E0202T089	425	106.111	3.12125
E0202T090	430	105.833	3.31399
E0202T091	435	105.988	3.36165
E0202T092	440	106.049	3.04118
E0202T093	445	105.216	3.23162
E0202T094	450	107.5	3.72256
E0202T095	455	107.16	3.78926
E0202T096	460	104.722	2.33693
E0202T097	465	107.438	3.04775
E0202T098	470	106.79	3.06645
E0202T099	475	106.574	1.72977
E0202T100	480	106.049	2.87601
E0202T101	485	106.636	3.04775
E0202T102	490	107.006	2.09604
E0202T103	495	107.623	3.69997
E0202T104	500	107.685	4.11074
E0202T105	505	106.667	2.70955
E0202T106	510	107.438	3.17361
E0202T107	515	108.148	2.74726
E0202T108	520	107.5	2.39491
E0202T109	525	106.698	4.28145
E0202T110	530	109.722	3.37593
E0202T111	535	108.364	2.63107
E0202T112	540	106.667	3.47603
E0202T113	545	108.302	3.85951
E0202T114	550	108.21	3.26067
E0202T115	555	109.136	2.05403
E0202T116	560	110.463	2.27622
E0202T117	565	108.58	3.80319
E0202T118	570	108.179	4.24391
E0202T119	575	108.58	3.88644
E0202T120	580	108.704	3.936
E0202T121	585	108.333	4.39498
E0202T122	590	109.66	3.52596
E0202T123	595	111.543	4.43296
E0202T124	600	109.938	2.85806
E0202T125	605	109.599	3.30938
