time point	time	AKAR4pOUT
E0602T001	-15	9.96(4)E1
E0602T002	-10	9.950(29)E1
E0602T003	-5	9.969(39)E1
E0602T004	0	NA
E0602T005	5	1.012(3)E2
E0602T006	10	1.0149(42)E2
E0602T007	15	1.0201(29)E2
E0602T008	20	1.0252(44)E2
E0602T009	25	1.0307(37)E2
E0602T010	30	1.0405(54)E2
E0602T011	35	1.0568(54)E2
E0602T012	40	1.0634(51)E2
E0602T013	45	1.0742(58)E2
E0602T014	50	1.0932(42)E2
E0602T015	55	1.1017(62)E2
E0602T016	60	1.1103(67)E2
E0602T017	65	1.1381(66)E2
E0602T018	70	1.1503(73)E2
E0602T019	75	1.157(6)E2
E0602T020	80	1.1741(75)E2
E0602T021	85	1.1865(85)E2
E0602T022	90	1.2021(77)E2
E0602T023	95	1.2189(73)E2
E0602T024	100	1.2306(71)E2
E0602T025	105	1.2433(96)E2
E0602T026	110	1.2647(92)E2
E0602T027	115	1.2717(94)E2
E0602T028	120	1.2883(82)E2
E0602T029	125	1.2966(96)E2
E0602T030	130	1.306(11)E2
E0602T031	135	1.323(9)E2
E0602T032	140	1.3320(85)E2
E0602T033	145	1.35(1)E2
E0602T034	150	1.36(1)E2
E0602T035	155	1.365(11)E2
E0602T036	160	1.380(11)E2
E0602T037	165	1.388(11)E2
E0602T038	170	1.40(1)E2
E0602T039	175	1.415(11)E2
E0602T040	180	1.421(13)E2
E0602T041	185	1.429(12)E2
E0602T042	190	1.43(1)E2
E0602T043	195	1.45(1)E2
E0602T044	200	1.449(12)E2
E0602T045	205	1.458(12)E2
E0602T046	210	1.477(12)E2
E0602T047	215	1.472(13)E2
E0602T048	220	1.485(11)E2
E0602T049	225	1.4981(87)E2
E0602T050	230	1.497(11)E2
E0602T051	235	1.498(11)E2
E0602T052	240	1.51(1)E2
E0602T053	245	1.518(13)E2
E0602T054	250	1.528(11)E2
E0602T055	255	1.527(11)E2
E0602T056	260	1.5358(99)E2
E0602T057	265	1.542(11)E2
E0602T058	270	1.545(9)E2
E0602T059	275	1.5473(98)E2
E0602T060	280	1.5596(87)E2
E0602T061	285	1.56(1)E2
E0602T062	290	1.568(11)E2
E0602T063	295	1.58(1)E2
E0602T064	300	1.577(12)E2
E0602T065	305	1.5788(98)E2
E0602T066	310	1.58(1)E2
E0602T067	315	1.59(1)E2
E0602T068	320	1.59(1)E2
E0602T069	325	1.611(11)E2
E0602T070	330	1.60(1)E2
E0602T071	335	1.602(11)E2
E0602T072	340	1.614(11)E2
E0602T073	345	1.61(1)E2
E0602T074	350	1.62(1)E2
E0602T075	355	1.626(11)E2
E0602T076	360	1.6199(97)E2
E0602T077	365	1.62(1)E2
E0602T078	370	1.62(1)E2
E0602T079	375	1.6302(84)E2
E0602T080	380	1.6286(98)E2
E0602T081	385	1.6294(79)E2
E0602T082	390	1.65(1)E2
E0602T083	395	1.6319(97)E2
E0602T084	400	1.6503(68)E2
E0602T085	405	1.645(12)E2
E0602T086	410	1.6450(87)E2
E0602T087	415	1.65(1)E2
E0602T088	420	1.6530(78)E2
E0602T089	425	1.65(1)E2
E0602T090	430	1.6587(85)E2
E0602T091	435	1.6551(85)E2
E0602T092	440	1.6650(89)E2
E0602T093	445	1.67(1)E2
E0602T094	450	1.6749(87)E2
E0602T095	455	1.65(1)E2
E0602T096	460	1.66(1)E2
E0602T097	465	1.6664(96)E2
E0602T098	470	1.662(11)E2
E0602T099	475	1.6622(79)E2
E0602T100	480	1.6689(76)E2
E0602T101	485	1.67(1)E2
E0602T102	490	1.6693(72)E2
E0602T103	495	1.67(1)E2
E0602T104	500	1.6695(85)E2
E0602T105	505	1.681(11)E2
E0602T106	510	1.673(11)E2
E0602T107	515	1.6803(98)E2
E0602T108	520	1.684(12)E2
E0602T109	525	1.6857(71)E2
E0602T110	530	1.6696(79)E2
E0602T111	535	1.6802(89)E2
E0602T112	540	1.6844(94)E2
E0602T113	545	1.6843(66)E2
E0602T114	550	1.6784(88)E2
E0602T115	555	1.6803(82)E2
E0602T116	560	1.6746(78)E2
E0602T117	565	1.6780(75)E2
E0602T118	570	1.69(1)E2
E0602T119	575	1.6807(98)E2
E0602T120	580	1.69(1)E2
E0602T121	585	1.691(11)E2
E0602T122	590	1.6757(73)E2
E0602T123	595	1.6857(76)E2
E0602T124	600	1.687(11)E2
E0602T125	605	1.6884(71)E2
