time point	time	AKAR4pOUT
E0603T001	-15	9.948(26)E1
E0603T002	-10	9.925(27)E1
E0603T003	-5	9.929(32)E1
E0603T004	0	NA
E0603T005	5	1.0042(31)E2
E0603T006	10	1.0024(35)E2
E0603T007	15	1.0041(29)E2
E0603T008	20	1.0078(29)E2
E0603T009	25	1.0184(38)E2
E0603T010	30	1.0228(33)E2
E0603T011	35	1.0280(43)E2
E0603T012	40	1.0353(41)E2
E0603T013	45	1.0409(39)E2
E0603T014	50	1.0501(42)E2
E0603T015	55	1.054(4)E2
E0603T016	60	1.061(4)E2
E0603T017	65	1.0643(43)E2
E0603T018	70	1.0727(37)E2
E0603T019	75	1.078(4)E2
E0603T020	80	1.0840(38)E2
E0603T021	85	1.0973(38)E2
E0603T022	90	1.0992(53)E2
E0603T023	95	1.109(6)E2
E0603T024	100	1.1179(49)E2
E0603T025	105	1.1240(49)E2
E0603T026	110	1.1308(55)E2
E0603T027	115	1.1376(54)E2
E0603T028	120	1.1437(55)E2
E0603T029	125	1.1586(51)E2
E0603T030	130	1.1643(56)E2
E0603T031	135	1.162(6)E2
E0603T032	140	1.1729(56)E2
E0603T033	145	1.1810(69)E2
E0603T034	150	1.184(6)E2
E0603T035	155	1.1853(58)E2
E0603T036	160	1.1972(66)E2
E0603T037	165	1.2037(65)E2
E0603T038	170	1.214(5)E2
E0603T039	175	1.2145(76)E2
E0603T040	180	1.2203(68)E2
E0603T041	185	1.2297(74)E2
E0603T042	190	1.2307(71)E2
E0603T043	195	1.2415(58)E2
E0603T044	200	1.240(8)E2
E0603T045	205	1.2476(73)E2
E0603T046	210	1.2573(72)E2
E0603T047	215	1.2516(77)E2
E0603T048	220	1.2640(79)E2
E0603T049	225	1.272(8)E2
E0603T050	230	1.277(8)E2
E0603T051	235	1.2790(94)E2
E0603T052	240	1.2923(83)E2
E0603T053	245	1.2897(72)E2
E0603T054	250	1.3019(82)E2
E0603T055	255	1.2974(81)E2
E0603T056	260	1.3065(86)E2
E0603T057	265	1.3110(89)E2
E0603T058	270	1.3167(71)E2
E0603T059	275	1.3230(83)E2
E0603T060	280	1.3253(84)E2
E0603T061	285	1.3227(82)E2
E0603T062	290	1.3308(93)E2
E0603T063	295	1.3381(89)E2
E0603T064	300	1.3386(88)E2
E0603T065	305	1.35(1)E2
E0603T066	310	1.352(9)E2
E0603T067	315	1.355(9)E2
E0603T068	320	1.3514(79)E2
E0603T069	325	1.3698(81)E2
E0603T070	330	1.3663(82)E2
E0603T071	335	1.3743(89)E2
E0603T072	340	1.3792(78)E2
E0603T073	345	1.3912(92)E2
E0603T074	350	1.3889(82)E2
E0603T075	355	1.3969(98)E2
E0603T076	360	1.3909(96)E2
E0603T077	365	1.4012(94)E2
E0603T078	370	1.4053(92)E2
E0603T079	375	1.4131(85)E2
E0603T080	380	1.4141(81)E2
E0603T081	385	1.4225(75)E2
E0603T082	390	1.4184(91)E2
E0603T083	395	1.4146(75)E2
E0603T084	400	1.4262(94)E2
E0603T085	405	1.4359(94)E2
E0603T086	410	1.426(7)E2
E0603T087	415	1.4288(86)E2
E0603T088	420	1.4437(86)E2
E0603T089	425	1.4439(89)E2
E0603T090	430	1.4413(89)E2
E0603T091	435	1.4436(86)E2
E0603T092	440	1.4603(84)E2
E0603T093	445	1.4586(94)E2
E0603T094	450	1.4580(87)E2
E0603T095	455	1.4630(89)E2
E0603T096	460	1.4562(89)E2
E0603T097	465	1.4668(96)E2
E0603T098	470	1.47(1)E2
E0603T099	475	1.471(9)E2
E0603T100	480	1.4722(94)E2
E0603T101	485	1.4746(95)E2
E0603T102	490	1.478(11)E2
E0603T103	495	1.4793(76)E2
E0603T104	500	1.4703(79)E2
E0603T105	505	1.4898(86)E2
E0603T106	510	1.4925(85)E2
E0603T107	515	1.49(1)E2
E0603T108	520	1.50(1)E2
E0603T109	525	1.5013(76)E2
E0603T110	530	1.4946(91)E2
E0603T111	535	1.5049(99)E2
E0603T112	540	1.5027(86)E2
E0603T113	545	1.5085(77)E2
E0603T114	550	1.5107(95)E2
E0603T115	555	1.51(1)E2
E0603T116	560	1.51(1)E2
E0603T117	565	1.5141(81)E2
E0603T118	570	1.5193(91)E2
E0603T119	575	1.5170(77)E2
E0603T120	580	1.5217(87)E2
E0603T121	585	1.5168(78)E2
E0603T122	590	1.5309(87)E2
E0603T123	595	1.5276(77)E2
E0603T124	600	1.53(1)E2
E0603T125	605	1.5336(97)E2
