time point	time	AKAR4pOUT
E0502T001	-15	1.0081(81)E2
E0502T002	-10	1.002(11)E2
E0502T003	-5	1.0023(82)E2
E0502T004	0	NA
E0502T005	5	1.0120(41)E2
E0502T006	10	1.0012(66)E2
E0502T007	15	1.01(1)E2
E0502T008	20	1.010(11)E2
E0502T009	25	1.01(1)E2
E0502T010	30	1.024(16)E2
E0502T011	35	1.030(14)E2
E0502T012	40	1.05(2)E2
E0502T013	45	1.035(14)E2
E0502T014	50	1.06(2)E2
E0502T015	55	1.06(3)E2
E0502T016	60	1.069(26)E2
E0502T017	65	1.081(33)E2
E0502T018	70	1.089(31)E2
E0502T019	75	1.10(4)E2
E0502T020	80	1.102(39)E2
E0502T021	85	1.135(38)E2
E0502T022	90	1.143(41)E2
E0502T023	95	1.144(53)E2
E0502T024	100	1.131(48)E2
E0502T025	105	1.166(61)E2
E0502T026	110	1.165(59)E2
E0502T027	115	1.182(51)E2
E0502T028	120	1.193(59)E2
E0502T029	125	1.196(59)E2
E0502T030	130	1.214(62)E2
E0502T031	135	1.221(69)E2
E0502T032	140	1.240(65)E2
E0502T033	145	1.24(7)E2
E0502T034	150	1.240(65)E2
E0502T035	155	1.264(76)E2
E0502T036	160	1.281(71)E2
E0502T037	165	1.275(79)E2
E0502T038	170	1.292(78)E2
E0502T039	175	1.281(74)E2
E0502T040	180	1.308(81)E2
E0502T041	185	1.311(76)E2
E0502T042	190	1.31(8)E2
E0502T043	195	1.328(77)E2
E0502T044	200	1.338(75)E2
E0502T045	205	1.338(81)E2
E0502T046	210	1.362(83)E2
E0502T047	215	1.344(84)E2
E0502T048	220	1.36(8)E2
E0502T049	225	1.372(87)E2
E0502T050	230	1.398(92)E2
E0502T051	235	1.378(95)E2
E0502T052	240	1.4(1)E2
E0502T053	245	1.410(94)E2
E0502T054	250	1.4(1)E2
E0502T055	255	1.404(92)E2
E0502T056	260	1.420(93)E2
E0502T057	265	1.4(1)E2
E0502T058	270	1.4(1)E2
E0502T059	275	1.4(1)E2
E0502T060	280	1.4(1)E2
E0502T061	285	1.4(1)E2
E0502T062	290	1.4(1)E2
E0502T063	295	1.434(94)E2
E0502T064	300	1.5(1)E2
E0502T065	305	1.5(1)E2
E0502T066	310	1.5(1)E2
E0502T067	315	1.5(1)E2
E0502T068	320	1.480(97)E2
E0502T069	325	1.5(1)E2
E0502T070	330	1.5(1)E2
E0502T071	335	1.50(11)E2
E0502T072	340	1.5(1)E2
E0502T073	345	1.499(99)E2
E0502T074	350	1.5(1)E2
E0502T075	355	1.5(1)E2
E0502T076	360	1.5(1)E2
E0502T077	365	1.50(11)E2
E0502T078	370	1.5(1)E2
E0502T079	375	1.5(1)E2
E0502T080	380	1.515(94)E2
E0502T081	385	1.5(1)E2
E0502T082	390	1.5(1)E2
E0502T083	395	1.528(94)E2
E0502T084	400	1.5(1)E2
E0502T085	405	1.5(1)E2
E0502T086	410	1.527(98)E2
E0502T087	415	1.528(92)E2
E0502T088	420	1.558(97)E2
E0502T089	425	1.532(94)E2
E0502T090	430	1.5(1)E2
E0502T091	435	1.544(96)E2
E0502T092	440	1.547(99)E2
E0502T093	445	1.6(1)E2
E0502T094	450	1.582(96)E2
E0502T095	455	1.6(1)E2
E0502T096	460	1.58(9)E2
E0502T097	465	1.563(99)E2
E0502T098	470	1.6(1)E2
E0502T099	475	1.58(11)E2
E0502T100	480	1.565(89)E2
E0502T101	485	1.6(1)E2
E0502T102	490	1.59(11)E2
E0502T103	495	1.580(89)E2
E0502T104	500	1.572(87)E2
E0502T105	505	1.588(85)E2
E0502T106	510	1.6(1)E2
E0502T107	515	1.594(98)E2
E0502T108	520	1.6(1)E2
E0502T109	525	1.6(1)E2
E0502T110	530	1.6(1)E2
E0502T111	535	1.586(85)E2
E0502T112	540	1.588(97)E2
E0502T113	545	1.594(99)E2
E0502T114	550	1.594(88)E2
E0502T115	555	1.601(94)E2
E0502T116	560	1.6(1)E2
E0502T117	565	1.615(96)E2
E0502T118	570	1.6(1)E2
E0502T119	575	1.6(1)E2
E0502T120	580	1.598(96)E2
E0502T121	585	1.61(9)E2
E0502T122	590	1.607(81)E2
E0502T123	595	1.627(91)E2
E0502T124	600	1.608(95)E2
E0502T125	605	1.608(96)E2
