time point	time	AKAR4pOUT
E0301T001	-15	9.941(71)E1
E0301T002	-10	1.006(4)E2
E0301T003	-5	1.0194(92)E2
E0301T004	0	NA
E0301T005	5	1.0120(28)E2
E0301T006	10	1.0204(56)E2
E0301T007	15	1.0235(43)E2
E0301T008	20	1.038(4)E2
E0301T009	25	1.055(11)E2
E0301T010	30	1.06(1)E2
E0301T011	35	1.106(5)E2
E0301T012	40	1.110(13)E2
E0301T013	45	1.124(16)E2
E0301T014	50	1.145(28)E2
E0301T015	55	1.1861(84)E2
E0301T016	60	1.2028(51)E2
E0301T017	65	1.2336(45)E2
E0301T018	70	1.2682(65)E2
E0301T019	75	1.2790(64)E2
E0301T020	80	1.298(24)E2
E0301T021	85	1.34(1)E2
E0301T022	90	1.3469(37)E2
E0301T023	95	1.371(13)E2
E0301T024	100	1.391(5)E2
E0301T025	105	1.4272(57)E2
E0301T026	110	1.4025(82)E2
E0301T027	115	1.457(12)E2
E0301T028	120	1.446(14)E2
E0301T029	125	1.487(15)E2
E0301T030	130	1.5114(98)E2
E0301T031	135	1.5046(97)E2
E0301T032	140	1.5216(67)E2
E0301T033	145	1.55(1)E2
E0301T034	150	1.569(24)E2
E0301T035	155	1.5867(25)E2
E0301T036	160	1.570(11)E2
E0301T037	165	1.573(14)E2
E0301T038	170	1.5812(76)E2
E0301T039	175	1.6269(74)E2
E0301T040	180	1.629(14)E2
E0301T041	185	1.611(11)E2
E0301T042	190	1.6447(44)E2
E0301T043	195	1.612(23)E2
E0301T044	200	1.675(23)E2
E0301T045	205	1.65(2)E2
E0301T046	210	1.6596(74)E2
E0301T047	215	1.645(18)E2
E0301T048	220	1.682(17)E2
E0301T049	225	1.663(17)E2
E0301T050	230	1.70(1)E2
E0301T051	235	1.6614(51)E2
E0301T052	240	1.6926(55)E2
E0301T053	245	1.6960(35)E2
E0301T054	250	1.6781(95)E2
E0301T055	255	1.678(14)E2
E0301T056	260	1.671(18)E2
E0301T057	265	1.727(19)E2
E0301T058	270	1.722(36)E2
E0301T059	275	1.7191(97)E2
E0301T060	280	1.696(16)E2
E0301T061	285	1.685(24)E2
E0301T062	290	1.699(24)E2
E0301T063	295	1.728(22)E2
E0301T064	300	1.7318(85)E2
E0301T065	305	1.734(17)E2
E0301T066	310	1.728(24)E2
E0301T067	315	1.7358(87)E2
E0301T068	320	1.731(12)E2
E0301T069	325	1.7216(49)E2
E0301T070	330	1.735(25)E2
E0301T071	335	1.72(2)E2
E0301T072	340	1.733(17)E2
E0301T073	345	1.719(13)E2
E0301T074	350	1.7309(32)E2
E0301T075	355	1.751(13)E2
E0301T076	360	1.693(24)E2
E0301T077	365	1.7475(57)E2
E0301T078	370	1.741(31)E2
E0301T079	375	1.745(15)E2
E0301T080	380	1.7556(91)E2
E0301T081	385	1.755(17)E2
E0301T082	390	1.755(15)E2
E0301T083	395	1.738(29)E2
E0301T084	400	1.766(27)E2
E0301T085	405	1.733(13)E2
E0301T086	410	1.731(13)E2
E0301T087	415	1.730(24)E2
E0301T088	420	1.748(23)E2
E0301T089	425	1.749(14)E2
E0301T090	430	1.747(11)E2
E0301T091	435	1.728(33)E2
E0301T092	440	1.755(14)E2
E0301T093	445	1.725(23)E2
E0301T094	450	1.719(31)E2
E0301T095	455	1.72(2)E2
E0301T096	460	1.724(19)E2
E0301T097	465	1.730(31)E2
E0301T098	470	1.7537(93)E2
E0301T099	475	1.765(26)E2
E0301T100	480	1.74(3)E2
E0301T101	485	1.74(2)E2
E0301T102	490	1.743(31)E2
E0301T103	495	1.722(11)E2
E0301T104	500	1.741(28)E2
E0301T105	505	1.750(38)E2
E0301T106	510	1.741(29)E2
E0301T107	515	1.732(31)E2
E0301T108	520	1.728(29)E2
E0301T109	525	1.7670(84)E2
E0301T110	530	1.727(18)E2
E0301T111	535	1.76(1)E2
E0301T112	540	1.74(3)E2
E0301T113	545	1.710(48)E2
E0301T114	550	1.762(35)E2
E0301T115	555	1.75(2)E2
E0301T116	560	1.732(36)E2
E0301T117	565	1.73(3)E2
E0301T118	570	1.728(21)E2
E0301T119	575	1.751(17)E2
E0301T120	580	1.734(23)E2
E0301T121	585	1.73(2)E2
E0301T122	590	1.743(16)E2
E0301T123	595	1.724(37)E2
E0301T124	600	1.7472(41)E2
E0301T125	605	1.735(23)E2
